tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners
Serie A,Chapecoense,0.0,1.0,Santos,6.0,5.0,104.0,123.0,19.0,11.0,22:15:00,2021-08-01,-1.0,1.0,LOST,WON,11.0
Serie A,Corinthians,1.0,3.0,Flamengo,3.0,6.0,74.0,136.0,8.0,19.0,20:00:00,2021-08-01,-2.0,2.0,LOST,WON,9.0
Serie A,Atletico Mineiro,2.0,0.0,Athletico Paranaense,4.0,2.0,124.0,100.0,9.0,8.0,20:00:00,2021-08-01,2.0,-2.0,WON,LOST,6.0
Serie A,Bragantino,1.0,0.0,Gremio,4.0,5.0,132.0,100.0,13.0,7.0,01:00:00,2021-08-01,1.0,-1.0,WON,LOST,9.0
Serie A,Internacional,0.0,0.0,Cuiaba,2.0,3.0,124.0,104.0,12.0,13.0,00:00:00,2021-08-01,0.0,0.0,DRAW,DRAW,5.0
Serie A,Sao Paulo,0.0,0.0,Palmeiras,7.0,2.0,109.0,96.0,14.0,8.0,23:00:00,2021-07-31,0.0,0.0,DRAW,DRAW,9.0
Serie A,Cuiaba,1.0,2.0,Corinthians,5.0,5.0,118.0,105.0,16.0,6.0,00:00:00,2021-07-27,-1.0,1.0,LOST,WON,10.0
Serie A,EC Juventude,1.0,0.0,Chapecoense,3.0,1.0,98.0,129.0,14.0,7.0,22:00:00,2021-07-26,1.0,-1.0,WON,LOST,4.0
Serie A,Sport Recife,0.0,0.0,Ceara,2.0,8.0,102.0,101.0,11.0,15.0,00:30:00,2021-07-26,0.0,0.0,DRAW,DRAW,10.0
Serie A,Santos,0.0,1.0,Atletico Goianiense,15.0,2.0,173.0,55.0,29.0,6.0,22:15:00,2021-07-25,-1.0,1.0,LOST,WON,17.0
Serie A,Athletico Paranaense,2.0,1.0,Internacional,8.0,2.0,96.0,78.0,11.0,14.0,22:15:00,2021-07-25,1.0,-1.0,WON,LOST,10.0
Serie A,Fortaleza FC,1.0,0.0,Bragantino,3.0,5.0,104.0,128.0,13.0,12.0,20:00:00,2021-07-25,1.0,-1.0,WON,LOST,8.0
Serie A,Flamengo,5.0,1.0,Sao Paulo,7.0,4.0,122.0,92.0,14.0,20.0,20:00:00,2021-07-25,4.0,-4.0,WON,LOST,11.0
Serie A,Atletico Mineiro,3.0,0.0,EC Bahia,8.0,8.0,119.0,77.0,12.0,11.0,15:00:00,2021-07-25,3.0,-3.0,WON,LOST,16.0
Serie A,Palmeiras,1.0,0.0,Fluminense,7.0,5.0,106.0,109.0,10.0,11.0,23:00:00,2021-07-24,1.0,-1.0,WON,LOST,12.0
Serie A,Gremio,1.0,1.0,America MG,8.0,5.0,110.0,148.0,12.0,20.0,21:00:00,2021-07-24,0.0,0.0,DRAW,DRAW,13.0
Serie A,Cuiaba,2.0,1.0,Atletico Goianiense,0.0,4.0,112.0,102.0,19.0,8.0,22:54:49,2021-07-21,1.0,-1.0,WON,LOST,4.0
Serie A,America MG,0.0,1.0,Sport Recife,9.0,4.0,131.0,81.0,17.0,11.0,00:00:00,2021-07-20,-1.0,1.0,LOST,WON,13.0
Serie A,Internacional,1.0,0.0,EC Juventude,7.0,5.0,125.0,97.0,17.0,11.0,00:30:00,2021-07-19,1.0,-1.0,WON,LOST,12.0
Serie A,Bragantino,2.0,2.0,Santos,5.0,4.0,109.0,95.0,15.0,14.0,00:30:00,2021-07-19,0.0,0.0,DRAW,DRAW,9.0
Serie A,EC Bahia,0.0,5.0,Flamengo,4.0,3.0,62.0,137.0,11.0,17.0,22:15:00,2021-07-18,-5.0,5.0,LOST,WON,7.0
Serie A,Atletico Goianiense,0.0,3.0,Palmeiras,4.0,6.0,100.0,104.0,12.0,16.0,20:00:00,2021-07-18,-3.0,3.0,LOST,WON,10.0
Serie A,Chapecoense,2.0,3.0,Cuiaba,6.0,2.0,105.0,141.0,11.0,10.0,15:00:00,2021-07-18,-1.0,1.0,LOST,WON,8.0
Serie A,Fluminense,0.0,1.0,Gremio,3.0,4.0,123.0,117.0,10.0,7.0,01:00:00,2021-07-18,-1.0,1.0,LOST,WON,7.0
Serie A,Corinthians,1.0,2.0,Atletico Mineiro,2.0,5.0,73.0,109.0,11.0,14.0,23:00:00,2021-07-17,-1.0,1.0,LOST,WON,7.0
Serie A,Sao Paulo,0.0,1.0,Fortaleza FC,9.0,5.0,107.0,99.0,9.0,9.0,21:00:00,2021-07-17,-1.0,1.0,LOST,WON,14.0
Serie A,Ceara,1.0,0.0,Athletico Paranaense,5.0,5.0,83.0,99.0,19.0,10.0,21:00:00,2021-07-17,1.0,-1.0,WON,LOST,10.0
Serie A,Fortaleza FC,1.0,0.0,Corinthians,7.0,6.0,119.0,120.0,16.0,7.0,00:30:00,2021-07-12,1.0,-1.0,WON,LOST,13.0
Serie A,Flamengo,2.0,1.0,Chapecoense,11.0,1.0,151.0,81.0,24.0,12.0,22:15:00,2021-07-11,1.0,-1.0,WON,LOST,12.0
Serie A,Cuiaba,2.0,2.0,Ceara,4.0,7.0,90.0,123.0,11.0,20.0,22:15:00,2021-07-11,0.0,0.0,DRAW,DRAW,11.0
Serie A,EC Juventude,1.0,1.0,Atletico Goianiense,4.0,3.0,102.0,99.0,13.0,7.0,15:00:00,2021-07-11,0.0,0.0,DRAW,DRAW,7.0
Serie A,America MG,0.0,1.0,Atletico Mineiro,8.0,10.0,134.0,113.0,11.0,14.0,23:00:00,2021-07-10,-1.0,1.0,LOST,WON,18.0
Serie A,Sport Recife,1.0,2.0,Fluminense,1.0,3.0,116.0,93.0,13.0,13.0,23:00:00,2021-07-10,-1.0,1.0,LOST,WON,4.0
Serie A,Sao Paulo,1.0,0.0,EC Bahia,2.0,1.0,148.0,78.0,14.0,6.0,23:00:00,2021-07-10,1.0,-1.0,WON,LOST,3.0
Serie A,Athletico Paranaense,2.0,2.0,Bragantino,3.0,2.0,117.0,101.0,22.0,17.0,21:30:00,2021-07-10,0.0,0.0,DRAW,DRAW,5.0
Serie A,Palmeiras,3.0,2.0,Santos,6.0,5.0,62.0,115.0,14.0,11.0,20:30:00,2021-07-10,1.0,-1.0,WON,LOST,11.0
Serie A,Gremio,0.0,0.0,Internacional,5.0,7.0,120.0,123.0,12.0,16.0,20:30:00,2021-07-10,0.0,0.0,DRAW,DRAW,12.0
Serie A,Chapecoense,0.0,1.0,Corinthians,5.0,8.0,92.0,130.0,13.0,12.0,01:00:00,2021-07-09,-1.0,1.0,LOST,WON,13.0
Serie A,Fluminense,0.0,0.0,Ceara,4.0,0.0,104.0,99.0,17.0,8.0,01:30:00,2021-07-08,0.0,0.0,DRAW,DRAW,4.0
Serie A,Internacional,0.0,2.0,Sao Paulo,7.0,3.0,122.0,106.0,9.0,14.0,01:30:00,2021-07-08,-2.0,2.0,LOST,WON,10.0
Serie A,Atletico Goianiense,1.0,1.0,Sport Recife,4.0,7.0,110.0,84.0,13.0,11.0,23:15:00,2021-07-07,0.0,0.0,DRAW,DRAW,11.0
Serie A,Palmeiras,2.0,0.0,Gremio,4.0,5.0,93.0,122.0,17.0,11.0,23:00:00,2021-07-07,2.0,-2.0,WON,LOST,9.0
Serie A,Atletico Mineiro,2.0,1.0,Flamengo,3.0,6.0,93.0,125.0,12.0,15.0,23:00:00,2021-07-07,1.0,-1.0,WON,LOST,9.0
Serie A,Fortaleza FC,4.0,0.0,America MG,2.0,3.0,136.0,79.0,15.0,12.0,22:00:00,2021-07-07,4.0,-4.0,WON,LOST,5.0
Serie A,Bragantino,1.0,1.0,Cuiaba,4.0,6.0,114.0,85.0,10.0,10.0,22:00:00,2021-07-07,0.0,0.0,DRAW,DRAW,10.0
Serie A,EC Bahia,1.0,0.0,EC Juventude,3.0,2.0,135.0,94.0,8.0,9.0,22:00:00,2021-07-07,1.0,-1.0,WON,LOST,5.0
Serie A,Santos,2.0,1.0,Athletico Paranaense,7.0,4.0,104.0,96.0,18.0,12.0,23:30:00,2021-07-06,1.0,-1.0,WON,LOST,11.0
Serie A,Gremio,0.0,1.0,Atletico Goianiense,11.0,7.0,154.0,71.0,20.0,10.0,00:30:00,2021-07-05,-1.0,1.0,LOST,WON,18.0
Serie A,Sao Paulo,1.0,2.0,Bragantino,4.0,7.0,93.0,129.0,9.0,12.0,22:15:00,2021-07-04,-1.0,1.0,LOST,WON,11.0
Serie A,Ceara,2.0,0.0,EC Juventude,4.0,3.0,118.0,83.0,12.0,4.0,22:15:00,2021-07-04,2.0,-2.0,WON,LOST,7.0
Serie A,Cuiaba,0.0,1.0,Atletico Mineiro,5.0,1.0,144.0,82.0,11.0,4.0,22:15:00,2021-07-04,-1.0,1.0,LOST,WON,6.0
Serie A,Flamengo,0.0,1.0,Fluminense,6.0,5.0,158.0,85.0,20.0,11.0,20:00:00,2021-07-04,-1.0,1.0,LOST,WON,11.0
Serie A,Sport Recife,0.0,1.0,Palmeiras,3.0,6.0,101.0,126.0,13.0,16.0,20:00:00,2021-07-04,-1.0,1.0,LOST,WON,9.0
Serie A,Chapecoense,0.0,2.0,EC Bahia,9.0,5.0,86.0,121.0,9.0,12.0,15:00:00,2021-07-04,-2.0,2.0,LOST,WON,14.0
Serie A,Corinthians,1.0,1.0,Internacional,3.0,2.0,139.0,115.0,19.0,9.0,01:00:00,2021-07-04,0.0,0.0,DRAW,DRAW,5.0
Serie A,Athletico Paranaense,2.0,1.0,Fortaleza FC,3.0,4.0,88.0,139.0,15.0,15.0,23:00:00,2021-07-03,1.0,-1.0,WON,LOST,7.0
Serie A,America MG,2.0,0.0,Santos,2.0,12.0,57.0,177.0,8.0,21.0,23:00:00,2021-07-03,2.0,-2.0,WON,LOST,14.0
Serie A,Cuiaba,0.0,2.0,Flamengo,1.0,5.0,99.0,152.0,10.0,12.0,00:00:00,2021-07-02,-2.0,2.0,LOST,WON,6.0
Serie A,Atletico Mineiro,4.0,1.0,Atletico Goianiense,4.0,4.0,112.0,123.0,21.0,7.0,23:00:00,2021-07-01,3.0,-3.0,WON,LOST,8.0
Serie A,Bragantino,0.0,0.0,Ceara,6.0,6.0,114.0,93.0,13.0,8.0,20:00:00,2021-07-01,0.0,0.0,DRAW,DRAW,12.0
Serie A,Corinthians,0.0,0.0,Sao Paulo,5.0,3.0,102.0,138.0,9.0,10.0,01:30:00,2021-07-01,0.0,0.0,DRAW,DRAW,8.0
Serie A,EC Juventude,2.0,0.0,Gremio,3.0,6.0,74.0,156.0,12.0,14.0,01:30:00,2021-07-01,2.0,-2.0,WON,LOST,9.0
Serie A,Santos,0.0,0.0,Sport Recife,7.0,1.0,155.0,85.0,13.0,8.0,00:30:00,2021-07-01,0.0,0.0,DRAW,DRAW,8.0
Serie A,Internacional,1.0,2.0,Palmeiras,7.0,3.0,140.0,75.0,16.0,15.0,23:00:00,2021-06-30,-1.0,1.0,LOST,WON,10.0
Serie A,EC Bahia,3.0,4.0,America MG,8.0,4.0,145.0,68.0,19.0,17.0,23:00:00,2021-06-30,-1.0,1.0,LOST,WON,12.0
Serie A,Fortaleza FC,3.0,2.0,Chapecoense,2.0,7.0,137.0,80.0,21.0,9.0,20:00:00,2021-06-30,1.0,-1.0,WON,LOST,9.0
Serie A,Fluminense,1.0,4.0,Athletico Paranaense,9.0,2.0,103.0,100.0,12.0,13.0,20:00:00,2021-06-30,-3.0,3.0,LOST,WON,11.0
Serie A,Atletico Goianiense,0.0,1.0,Bragantino,5.0,8.0,93.0,127.0,12.0,12.0,00:00:00,2021-06-29,-1.0,1.0,LOST,WON,13.0
Serie A,Santos,2.0,0.0,Atletico Mineiro,4.0,6.0,110.0,77.0,13.0,11.0,00:30:00,2021-06-28,2.0,-2.0,WON,LOST,10.0
Serie A,Ceara,1.0,1.0,Sao Paulo,3.0,6.0,80.0,116.0,17.0,10.0,00:30:00,2021-06-28,0.0,0.0,DRAW,DRAW,9.0
Serie A,America MG,1.0,1.0,Internacional,5.0,5.0,102.0,103.0,13.0,10.0,00:30:00,2021-06-28,0.0,0.0,DRAW,DRAW,10.0
Serie A,Sport Recife,0.0,0.0,Cuiaba,3.0,7.0,92.0,122.0,8.0,12.0,00:30:00,2021-06-28,0.0,0.0,DRAW,DRAW,10.0
Serie A,Gremio,0.0,0.0,Fortaleza FC,10.0,5.0,116.0,89.0,19.0,17.0,00:00:00,2021-06-28,0.0,0.0,DRAW,DRAW,15.0
Serie A,Palmeiras,3.0,2.0,EC Bahia,7.0,7.0,114.0,90.0,21.0,18.0,00:00:00,2021-06-28,1.0,-1.0,WON,LOST,14.0
Serie A,Athletico Paranaense,2.0,2.0,Chapecoense,6.0,5.0,144.0,93.0,18.0,11.0,00:00:00,2021-06-28,0.0,0.0,DRAW,DRAW,11.0
Serie A,Fluminense,1.0,1.0,Corinthians,8.0,5.0,110.0,126.0,17.0,11.0,20:00:00,2021-06-27,0.0,0.0,DRAW,DRAW,13.0
Serie A,EC Juventude,1.0,0.0,Flamengo,5.0,10.0,107.0,154.0,8.0,14.0,15:00:00,2021-06-27,1.0,-1.0,WON,LOST,15.0
Serie A,Gremio,2.0,2.0,Santos,7.0,1.0,99.0,113.0,18.0,7.0,01:30:00,2021-06-25,0.0,0.0,DRAW,DRAW,8.0
Serie A,EC Bahia,2.0,1.0,Athletico Paranaense,9.0,2.0,131.0,65.0,19.0,9.0,01:30:00,2021-06-25,1.0,-1.0,WON,LOST,11.0
Serie A,Corinthians,2.0,1.0,Sport Recife,4.0,5.0,118.0,107.0,18.0,10.0,23:00:00,2021-06-24,1.0,-1.0,WON,LOST,9.0
Serie A,Ceara,2.0,1.0,Atletico Mineiro,6.0,7.0,88.0,98.0,17.0,17.0,23:00:00,2021-06-24,1.0,-1.0,WON,LOST,13.0
Serie A,Chapecoense,1.0,2.0,Internacional,9.0,9.0,87.0,99.0,12.0,27.0,23:00:00,2021-06-24,-1.0,1.0,LOST,WON,18.0
Serie A,America MG,1.0,1.0,EC Juventude,8.0,3.0,123.0,82.0,11.0,11.0,20:00:00,2021-06-24,0.0,0.0,DRAW,DRAW,11.0
Serie A,Flamengo,2.0,1.0,Fortaleza FC,11.0,2.0,116.0,77.0,19.0,10.0,23:00:00,2021-06-23,1.0,-1.0,WON,LOST,13.0
Serie A,Atletico Goianiense,1.0,0.0,Fluminense,6.0,5.0,79.0,86.0,11.0,3.0,23:00:00,2021-06-23,1.0,-1.0,WON,LOST,11.0
Serie A,Bragantino,3.0,1.0,Palmeiras,5.0,10.0,94.0,129.0,10.0,18.0,23:00:00,2021-06-23,2.0,-2.0,WON,LOST,15.0
Serie A,Sao Paulo,2.0,2.0,Cuiaba,5.0,2.0,155.0,72.0,17.0,5.0,23:00:00,2021-06-23,0.0,0.0,DRAW,DRAW,7.0
Serie A,Atletico Mineiro,1.0,1.0,Chapecoense,9.0,7.0,125.0,86.0,14.0,15.0,00:00:00,2021-06-22,0.0,0.0,DRAW,DRAW,16.0
Serie A,EC Juventude,1.0,0.0,Sport Recife,3.0,5.0,93.0,111.0,9.0,13.0,00:30:00,2021-06-21,1.0,-1.0,WON,LOST,8.0
Serie A,Santos,2.0,0.0,Sao Paulo,3.0,7.0,83.0,103.0,12.0,9.0,22:15:00,2021-06-20,2.0,-2.0,WON,LOST,10.0
Serie A,Fortaleza FC,1.0,1.0,Fluminense,7.0,3.0,139.0,86.0,17.0,4.0,22:15:00,2021-06-20,0.0,0.0,DRAW,DRAW,10.0
Serie A,Athletico Paranaense,2.0,1.0,Atletico Goianiense,4.0,3.0,115.0,94.0,12.0,10.0,22:15:00,2021-06-20,1.0,-1.0,WON,LOST,7.0
Serie A,Internacional,1.0,1.0,Ceara,6.0,7.0,86.0,85.0,9.0,13.0,20:00:00,2021-06-20,0.0,0.0,DRAW,DRAW,13.0
Serie A,EC Bahia,0.0,0.0,Corinthians,3.0,8.0,139.0,105.0,13.0,10.0,20:00:00,2021-06-20,0.0,0.0,DRAW,DRAW,11.0
Serie A,Palmeiras,2.0,1.0,America MG,7.0,5.0,127.0,75.0,16.0,11.0,15:00:00,2021-06-20,1.0,-1.0,WON,LOST,12.0
Serie A,Flamengo,2.0,3.0,Bragantino,14.0,2.0,144.0,91.0,19.0,10.0,01:00:00,2021-06-20,-1.0,1.0,LOST,WON,16.0
Serie A,Fluminense,1.0,0.0,Santos,2.0,9.0,86.0,142.0,9.0,17.0,23:00:00,2021-06-17,1.0,-1.0,WON,LOST,11.0
Serie A,Atletico Goianiense,0.0,0.0,Fortaleza FC,9.0,4.0,85.0,92.0,9.0,5.0,23:00:00,2021-06-17,0.0,0.0,DRAW,DRAW,13.0
Serie A,Sport Recife,1.0,0.0,Gremio,2.0,7.0,85.0,146.0,10.0,13.0,23:00:00,2021-06-17,1.0,-1.0,WON,LOST,9.0
Serie A,America MG,0.0,0.0,Cuiaba,3.0,2.0,110.0,95.0,21.0,8.0,20:00:00,2021-06-17,0.0,0.0,DRAW,DRAW,5.0
Serie A,Ceara,1.0,2.0,EC Bahia,7.0,2.0,141.0,84.0,13.0,9.0,20:00:00,2021-06-17,-1.0,1.0,LOST,WON,9.0
Serie A,EC Juventude,0.0,3.0,Palmeiras,7.0,4.0,88.0,115.0,13.0,13.0,01:30:00,2021-06-17,-3.0,3.0,LOST,WON,11.0
Serie A,Corinthians,1.0,2.0,Bragantino,9.0,12.0,73.0,118.0,6.0,20.0,00:30:00,2021-06-17,-1.0,1.0,LOST,WON,21.0
Serie A,Sao Paulo,1.0,1.0,Chapecoense,9.0,1.0,96.0,111.0,14.0,8.0,23:00:00,2021-06-16,0.0,0.0,DRAW,DRAW,10.0
Serie A,Internacional,0.0,1.0,Atletico Mineiro,8.0,1.0,145.0,90.0,14.0,6.0,23:00:00,2021-06-16,-1.0,1.0,LOST,WON,9.0
Serie A,Bragantino,2.0,2.0,Fluminense,10.0,10.0,101.0,111.0,16.0,15.0,00:30:00,2021-06-14,0.0,0.0,DRAW,DRAW,20.0
Serie A,Fortaleza FC,1.0,0.0,Sport Recife,3.0,3.0,138.0,92.0,13.0,5.0,00:30:00,2021-06-14,1.0,-1.0,WON,LOST,6.0
Serie A,EC Bahia,0.0,1.0,Internacional,6.0,5.0,118.0,92.0,14.0,5.0,00:30:00,2021-06-14,-1.0,1.0,LOST,WON,11.0
Serie A,Chapecoense,0.0,0.0,Ceara,2.0,7.0,79.0,112.0,8.0,16.0,00:30:00,2021-06-14,0.0,0.0,DRAW,DRAW,9.0
Serie A,Atletico Mineiro,1.0,0.0,Sao Paulo,4.0,5.0,84.0,103.0,9.0,5.0,20:00:00,2021-06-13,1.0,-1.0,WON,LOST,9.0
Serie A,Gremio,0.0,1.0,Athletico Paranaense,6.0,4.0,146.0,88.0,10.0,10.0,20:00:00,2021-06-13,-1.0,1.0,LOST,WON,10.0
Serie A,Flamengo,2.0,0.0,America MG,4.0,2.0,172.0,76.0,20.0,9.0,20:00:00,2021-06-13,2.0,-2.0,WON,LOST,6.0
Serie A,Palmeiras,1.0,1.0,Corinthians,4.0,4.0,109.0,118.0,15.0,9.0,23:00:00,2021-06-12,0.0,0.0,DRAW,DRAW,8.0
Serie A,Santos,0.0,0.0,EC Juventude,8.0,0.0,184.0,52.0,18.0,3.0,23:00:00,2021-06-12,0.0,0.0,DRAW,DRAW,8.0
Serie A,Sport Recife,0.0,1.0,Atletico Mineiro,4.0,7.0,104.0,98.0,9.0,10.0,00:30:00,2021-06-07,-1.0,1.0,LOST,WON,11.0
Serie A,Palmeiras,3.0,1.0,Chapecoense,5.0,3.0,122.0,77.0,17.0,8.0,22:15:00,2021-06-06,2.0,-2.0,WON,LOST,8.0
Serie A,EC Juventude,0.0,3.0,Athletico Paranaense,5.0,1.0,99.0,67.0,14.0,11.0,22:15:00,2021-06-06,-3.0,3.0,LOST,WON,6.0
Serie A,America MG,0.0,1.0,Corinthians,6.0,4.0,133.0,94.0,10.0,6.0,20:00:00,2021-06-06,-1.0,1.0,LOST,WON,10.0
Serie A,Fortaleza FC,5.0,1.0,Internacional,1.0,4.0,109.0,98.0,13.0,5.0,20:00:00,2021-06-06,4.0,-4.0,WON,LOST,5.0
Serie A,Fluminense,1.0,0.0,Cuiaba,0.0,1.0,113.0,97.0,9.0,10.0,15:00:00,2021-06-06,1.0,-1.0,WON,LOST,1.0
Serie A,Santos,3.0,1.0,Ceara,4.0,1.0,93.0,121.0,15.0,7.0,01:00:00,2021-06-06,2.0,-2.0,WON,LOST,5.0
Serie A,Bragantino,3.0,3.0,EC Bahia,9.0,2.0,134.0,77.0,27.0,8.0,01:00:00,2021-06-06,0.0,0.0,DRAW,DRAW,11.0
Serie A,Atletico Goianiense,2.0,0.0,Sao Paulo,3.0,12.0,68.0,121.0,9.0,13.0,23:00:00,2021-06-05,2.0,-2.0,WON,LOST,15.0
Serie A,Internacional,2.0,2.0,Sport Recife,6.0,1.0,114.0,99.0,12.0,8.0,00:30:00,2021-05-31,0.0,0.0,DRAW,DRAW,7.0
Serie A,Athletico Paranaense,1.0,0.0,America MG,3.0,1.0,128.0,111.0,10.0,15.0,22:15:00,2021-05-30,1.0,-1.0,WON,LOST,4.0
Serie A,Corinthians,0.0,1.0,Atletico Goianiense,10.0,3.0,126.0,69.0,14.0,10.0,22:15:00,2021-05-30,-1.0,1.0,LOST,WON,13.0
Serie A,Chapecoense,0.0,3.0,Bragantino,5.0,7.0,80.0,151.0,10.0,20.0,22:15:00,2021-05-30,-3.0,3.0,LOST,WON,12.0
Serie A,Flamengo,1.0,0.0,Palmeiras,3.0,4.0,132.0,77.0,16.0,12.0,20:00:00,2021-05-30,1.0,-1.0,WON,LOST,7.0
Serie A,Ceara,3.0,2.0,Gremio,5.0,4.0,99.0,119.0,10.0,13.0,20:00:00,2021-05-30,1.0,-1.0,WON,LOST,9.0
Serie A,Atletico Mineiro,1.0,2.0,Fortaleza FC,5.0,4.0,87.0,104.0,12.0,19.0,15:00:00,2021-05-30,-1.0,1.0,LOST,WON,9.0
Serie A,Sao Paulo,0.0,0.0,Fluminense,4.0,5.0,162.0,71.0,9.0,12.0,01:00:00,2021-05-30,0.0,0.0,DRAW,DRAW,9.0
Serie A,EC Bahia,3.0,0.0,Santos,4.0,11.0,78.0,108.0,6.0,12.0,00:00:00,2021-05-30,3.0,-3.0,WON,LOST,15.0
Serie A,Cuiaba,2.0,2.0,EC Juventude,9.0,1.0,130.0,82.0,16.0,7.0,23:00:00,2021-05-29,0.0,0.0,DRAW,DRAW,10.0
Serie A,Sao Paulo,2.0,1.0,Flamengo,1.0,7.0,82.0,150.0,4.0,18.0,00:30:00,2021-02-26,1.0,-1.0,WON,LOST,8.0
Serie A,Ceara,2.0,1.0,Botafogo RJ,5.0,7.0,70.0,92.0,12.0,13.0,00:30:00,2021-02-26,1.0,-1.0,WON,LOST,12.0
Serie A,Atletico Mineiro,2.0,0.0,Palmeiras,5.0,4.0,85.0,83.0,16.0,6.0,00:30:00,2021-02-26,2.0,-2.0,WON,LOST,9.0
Serie A,EC Bahia,2.0,0.0,Santos,4.0,4.0,104.0,107.0,14.0,13.0,00:30:00,2021-02-26,2.0,-2.0,WON,LOST,8.0
Serie A,Internacional,0.0,0.0,Corinthians,12.0,5.0,122.0,107.0,18.0,5.0,00:30:00,2021-02-26,0.0,0.0,DRAW,DRAW,17.0
Serie A,Bragantino,1.0,0.0,Gremio,3.0,7.0,81.0,91.0,14.0,14.0,00:30:00,2021-02-26,1.0,-1.0,WON,LOST,10.0
Serie A,Athletico Paranaense,2.0,0.0,Sport Recife,8.0,5.0,99.0,95.0,15.0,12.0,00:30:00,2021-02-26,2.0,-2.0,WON,LOST,13.0
Serie A,Atletico Goianiense,3.0,1.0,Coritiba,7.0,4.0,121.0,99.0,18.0,9.0,00:30:00,2021-02-26,2.0,-2.0,WON,LOST,11.0
Serie A,Fluminense,2.0,0.0,Fortaleza FC,3.0,5.0,88.0,103.0,7.0,7.0,00:30:00,2021-02-26,2.0,-2.0,WON,LOST,8.0
Serie A,Vasco Da Gama RJ,3.0,2.0,Goias,9.0,6.0,56.0,58.0,22.0,21.0,00:30:00,2021-02-26,1.0,-1.0,WON,LOST,15.0
Serie A,Botafogo RJ,1.0,0.0,Sao Paulo,4.0,3.0,31.0,43.0,4.0,2.0,23:00:00,2021-02-22,1.0,-1.0,WON,LOST,7.0
Serie A,Palmeiras,1.0,1.0,Atletico Goianiense,9.0,6.0,153.0,55.0,19.0,9.0,21:00:00,2021-02-22,0.0,0.0,DRAW,DRAW,15.0
Serie A,Goias,0.0,0.0,Bragantino,3.0,11.0,104.0,113.0,14.0,14.0,23:30:00,2021-02-21,0.0,0.0,DRAW,DRAW,14.0
Serie A,Santos,1.0,1.0,Fluminense,3.0,4.0,107.0,97.0,8.0,7.0,21:15:00,2021-02-21,0.0,0.0,DRAW,DRAW,7.0
Serie A,Gremio,1.0,0.0,Athletico Paranaense,2.0,2.0,127.0,106.0,12.0,9.0,21:15:00,2021-02-21,1.0,-1.0,WON,LOST,4.0
Serie A,Corinthians,0.0,0.0,Vasco Da Gama RJ,7.0,4.0,157.0,88.0,15.0,7.0,19:00:00,2021-02-21,0.0,0.0,DRAW,DRAW,11.0
Serie A,Sport Recife,2.0,3.0,Atletico Mineiro,2.0,4.0,100.0,128.0,10.0,24.0,19:00:00,2021-02-21,-1.0,1.0,LOST,WON,6.0
Serie A,Flamengo,2.0,1.0,Internacional,1.0,4.0,139.0,85.0,13.0,13.0,19:00:00,2021-02-21,1.0,-1.0,WON,LOST,5.0
Serie A,Fortaleza FC,0.0,4.0,EC Bahia,2.0,0.0,142.0,80.0,11.0,11.0,00:00:00,2021-02-21,-4.0,4.0,LOST,WON,2.0
Serie A,Coritiba,0.0,2.0,Ceara,7.0,5.0,141.0,81.0,19.0,11.0,21:30:00,2021-02-20,-2.0,2.0,LOST,WON,12.0
Serie A,Sao Paulo,1.0,1.0,Palmeiras,1.0,5.0,92.0,82.0,7.0,11.0,00:30:00,2021-02-20,0.0,0.0,DRAW,DRAW,6.0
Serie A,Coritiba,1.0,0.0,Palmeiras,5.0,4.0,99.0,100.0,13.0,16.0,22:30:00,2021-02-17,1.0,-1.0,WON,LOST,9.0
Serie A,Santos,1.0,0.0,Corinthians,6.0,5.0,88.0,116.0,9.0,11.0,22:00:00,2021-02-17,1.0,-1.0,WON,LOST,11.0
Serie A,Sport Recife,0.0,0.0,Bragantino,1.0,15.0,75.0,164.0,4.0,23.0,23:00:00,2021-02-15,0.0,0.0,DRAW,DRAW,16.0
Serie A,Ceara,1.0,3.0,Fluminense,9.0,0.0,105.0,102.0,12.0,9.0,21:00:00,2021-02-15,-2.0,2.0,LOST,WON,9.0
Serie A,Gremio,1.0,2.0,Sao Paulo,5.0,2.0,100.0,110.0,5.0,11.0,23:30:00,2021-02-14,-1.0,1.0,LOST,WON,7.0
Serie A,Athletico Paranaense,2.0,1.0,Atletico Goianiense,7.0,4.0,116.0,83.0,9.0,11.0,21:15:00,2021-02-14,1.0,-1.0,WON,LOST,11.0
Serie A,Palmeiras,3.0,0.0,Fortaleza FC,3.0,4.0,137.0,85.0,16.0,5.0,21:15:00,2021-02-14,3.0,-3.0,WON,LOST,7.0
Serie A,Flamengo,2.0,1.0,Corinthians,4.0,3.0,155.0,84.0,14.0,10.0,19:00:00,2021-02-14,1.0,-1.0,WON,LOST,7.0
Serie A,Vasco Da Gama RJ,0.0,2.0,Internacional,3.0,9.0,135.0,82.0,10.0,16.0,19:00:00,2021-02-14,-2.0,2.0,LOST,WON,12.0
Serie A,Atletico Mineiro,1.0,1.0,EC Bahia,6.0,2.0,196.0,56.0,21.0,13.0,22:00:00,2021-02-13,0.0,0.0,DRAW,DRAW,8.0
Serie A,Santos,2.0,0.0,Coritiba,7.0,3.0,106.0,80.0,18.0,10.0,22:00:00,2021-02-13,2.0,-2.0,WON,LOST,10.0
