tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners
Serie B,Bragantino,1.0,0.0,Paysandu,5.0,6.0,,,,,20:53:45,2015-05-16,1.0,-1.0,WON,LOST,11.0
Serie B,Boa,0.0,1.0,Nautico Capibaribe,7.0,3.0,,,,,20:30:00,2015-05-16,-1.0,1.0,LOST,WON,10.0
Serie B,Oeste,1.0,2.0,Vitoria,5.0,2.0,,,,,20:30:00,2015-05-16,-1.0,1.0,LOST,WON,7.0
Serie B,Botafogo RJ,4.0,1.0,CRB,6.0,4.0,,,,,20:30:00,2015-05-16,3.0,-3.0,WON,LOST,10.0
Serie B,Criciuma,0.0,2.0,ABC,9.0,5.0,,,,,01:50:00,2015-05-16,-2.0,2.0,LOST,WON,14.0
Serie B,Santa Cruz FC,4.0,1.0,Parana,7.0,4.0,,,,,23:30:00,2015-05-15,3.0,-3.0,WON,LOST,11.0
Serie B,Sampaio Correa,3.0,1.0,Macae Esporte RJ,7.0,9.0,,,,,23:30:00,2015-05-15,2.0,-2.0,WON,LOST,16.0
Serie B,EC Bahia,4.0,1.0,Mogi Mirim,3.0,6.0,,,,,23:30:00,2015-05-15,3.0,-3.0,WON,LOST,9.0
Serie B,Paysandu,0.0,1.0,Botafogo RJ,6.0,10.0,,,,,01:00:00,2015-05-10,-1.0,1.0,LOST,WON,16.0
Serie B,CRB,2.0,0.0,Bragantino,5.0,5.0,,,,,01:00:00,2015-05-10,2.0,-2.0,WON,LOST,10.0
Serie B,Vitoria,0.0,2.0,Sampaio Correa,7.0,2.0,,,,,20:30:00,2015-05-09,-2.0,2.0,LOST,WON,9.0
Serie B,Macae Esporte RJ,2.0,0.0,Santa Cruz FC,2.0,12.0,,,,,20:30:00,2015-05-09,2.0,-2.0,WON,LOST,14.0
Serie B,America MG,1.0,1.0,EC Bahia,9.0,8.0,,,,,20:30:00,2015-05-09,0.0,0.0,DRAW,DRAW,17.0
Serie B,Nautico Capibaribe,1.0,0.0,Luverdense,8.0,10.0,,,,,20:30:00,2015-05-09,1.0,-1.0,WON,LOST,18.0
Serie B,Mogi Mirim,1.0,2.0,Criciuma,5.0,0.0,,,,,01:50:00,2015-05-09,-1.0,1.0,LOST,WON,5.0
Serie B,Parana,1.0,0.0,Ceara,2.0,5.0,,,,,01:00:00,2015-05-09,1.0,-1.0,WON,LOST,7.0
Serie B,ABC,0.0,1.0,Oeste,11.0,0.0,,,,,23:30:00,2015-05-08,-1.0,1.0,LOST,WON,11.0
Serie B,Atletico Goianiense,1.0,0.0,Boa,8.0,7.0,,,,,23:21:55,2015-05-08,1.0,-1.0,WON,LOST,15.0
Serie B,ABC,0.0,2.0,Bragantino,2.0,4.0,,,,,18:20:00,2014-11-29,-2.0,2.0,LOST,WON,6.0
Serie B,America MG,4.0,0.0,Sampaio Correa,3.0,4.0,,,,,18:20:00,2014-11-29,4.0,-4.0,WON,LOST,7.0
Serie B,Atletico Goianiense,2.0,3.0,Santa Cruz FC,7.0,0.0,,,,,18:20:00,2014-11-29,-1.0,1.0,LOST,WON,7.0
Serie B,Avai,1.0,0.0,Vasco Da Gama RJ,6.0,7.0,,,,,18:20:00,2014-11-29,1.0,-1.0,WON,LOST,13.0
Serie B,Icasa,3.0,2.0,Boa,4.0,7.0,,,,,18:20:00,2014-11-29,1.0,-1.0,WON,LOST,11.0
Serie B,Luverdense,1.0,0.0,Ceara,3.0,7.0,,,,,18:20:00,2014-11-29,1.0,-1.0,WON,LOST,10.0
Serie B,Nautico Capibaribe,1.0,1.0,Ponte Preta,4.0,4.0,,,,,18:20:00,2014-11-29,0.0,0.0,DRAW,DRAW,8.0
Serie B,Oeste,1.0,0.0,Joinville,3.0,10.0,,,,,18:20:00,2014-11-29,1.0,-1.0,WON,LOST,13.0
Serie B,Parana,4.0,1.0,America RN,5.0,14.0,,,,,18:20:00,2014-11-29,3.0,-3.0,WON,LOST,19.0
Serie B,Portuguesa Desportos,2.0,3.0,Vila Nova,4.0,7.0,,,,,21:23:51,2014-11-28,-1.0,1.0,LOST,WON,11.0
Serie B,Ceara,2.0,1.0,Portuguesa Desportos,8.0,3.0,,,,,23:00:00,2014-11-22,1.0,-1.0,WON,LOST,11.0
Serie B,Sampaio Correa,1.0,2.0,Atletico Goianiense,5.0,7.0,,,,,23:00:00,2014-11-22,-1.0,1.0,LOST,WON,12.0
Serie B,Santa Cruz FC,0.0,1.0,Avai,5.0,4.0,,,,,19:20:00,2014-11-22,-1.0,1.0,LOST,WON,9.0
Serie B,Boa,1.0,0.0,Oeste,3.0,4.0,,,,,18:15:00,2014-11-22,1.0,-1.0,WON,LOST,7.0
Serie B,Joinville,1.0,1.0,Luverdense,8.0,3.0,,,,,18:15:00,2014-11-22,0.0,0.0,DRAW,DRAW,11.0
Serie B,Vasco Da Gama RJ,1.0,1.0,Icasa,6.0,4.0,,,,,18:15:00,2014-11-22,0.0,0.0,DRAW,DRAW,10.0
Serie B,Vila Nova,3.0,5.0,ABC,3.0,4.0,,,,,23:00:00,2014-11-21,-2.0,2.0,LOST,WON,7.0
Serie B,Bragantino,1.0,1.0,Parana,7.0,2.0,,,,,23:00:00,2014-11-21,0.0,0.0,DRAW,DRAW,9.0
Serie B,America RN,1.0,0.0,Nautico Capibaribe,6.0,5.0,,,,,21:30:00,2014-11-21,1.0,-1.0,WON,LOST,11.0
Serie B,ABC,1.0,0.0,Ceara,5.0,3.0,,,,,18:00:00,2014-11-18,1.0,-1.0,WON,LOST,8.0
Serie B,Atletico Goianiense,1.0,0.0,Bragantino,6.0,3.0,,,,,18:00:00,2014-11-18,1.0,-1.0,WON,LOST,9.0
Serie B,Avai,2.0,0.0,Portuguesa Desportos,6.0,1.0,,,,,18:00:00,2014-11-18,2.0,-2.0,WON,LOST,7.0
Serie B,Boa,1.0,0.0,Joinville,2.0,4.0,,,,,18:00:00,2014-11-18,1.0,-1.0,WON,LOST,6.0
Serie B,Icasa,1.0,2.0,Parana,11.0,8.0,,,,,18:00:00,2014-11-18,-1.0,1.0,LOST,WON,19.0
Serie B,Luverdense,1.0,2.0,America MG,9.0,3.0,,,,,18:00:00,2014-11-18,-1.0,1.0,LOST,WON,12.0
Serie B,Oeste,2.0,0.0,Nautico Capibaribe,3.0,4.0,,,,,18:00:00,2014-11-18,2.0,-2.0,WON,LOST,7.0
Serie B,Vasco Da Gama RJ,3.0,1.0,Vila Nova,10.0,6.0,,,,,18:00:00,2014-11-18,2.0,-2.0,WON,LOST,16.0
Serie B,Ponte Preta,2.0,2.0,America RN,14.0,4.0,,,,,18:00:00,2014-11-18,0.0,0.0,DRAW,DRAW,18.0
Serie B,Santa Cruz FC,0.0,2.0,Sampaio Correa,14.0,3.0,,,,,18:00:00,2014-11-18,-2.0,2.0,LOST,WON,17.0
Serie B,America RN,2.0,0.0,Icasa,2.0,9.0,,,,,23:00:00,2014-11-15,2.0,-2.0,WON,LOST,11.0
Serie B,Sampaio Correa,3.0,0.0,Boa,2.0,5.0,,,,,23:00:00,2014-11-15,3.0,-3.0,WON,LOST,7.0
Serie B,Bragantino,2.0,1.0,Santa Cruz FC,5.0,3.0,,,,,19:20:00,2014-11-15,1.0,-1.0,WON,LOST,8.0
Serie B,Nautico Capibaribe,1.0,0.0,Luverdense,10.0,2.0,,,,,19:20:00,2014-11-15,1.0,-1.0,WON,LOST,12.0
Serie B,Ceara,2.0,0.0,Vasco Da Gama RJ,5.0,3.0,,,,,18:20:00,2014-11-15,2.0,-2.0,WON,LOST,8.0
Serie B,Joinville,3.0,1.0,Ponte Preta,8.0,7.0,,,,,18:20:00,2014-11-15,2.0,-2.0,WON,LOST,15.0
Serie B,America MG,3.0,0.0,Avai,8.0,5.0,,,,,23:50:00,2014-11-14,3.0,-3.0,WON,LOST,13.0
Serie B,Vila Nova,0.0,1.0,Oeste,9.0,2.0,,,,,21:30:00,2014-11-14,-1.0,1.0,LOST,WON,11.0
Serie B,Parana,2.0,0.0,Atletico Goianiense,2.0,7.0,,,,,23:00:00,2014-11-11,2.0,-2.0,WON,LOST,9.0
Serie B,Portuguesa Desportos,0.0,0.0,ABC,2.0,5.0,,,,,21:30:00,2014-11-11,0.0,0.0,DRAW,DRAW,7.0
Serie B,Portuguesa Desportos,1.0,0.0,Luverdense,3.0,5.0,,,,,23:00:00,2014-11-08,1.0,-1.0,WON,LOST,8.0
Serie B,Vila Nova,2.0,0.0,Parana,4.0,5.0,,,,,23:00:00,2014-11-08,2.0,-2.0,WON,LOST,9.0
Serie B,America MG,1.0,1.0,Icasa,8.0,3.0,,,,,19:20:00,2014-11-08,0.0,0.0,DRAW,DRAW,11.0
Serie B,Nautico Capibaribe,0.0,0.0,Santa Cruz FC,6.0,8.0,,,,,19:20:00,2014-11-08,0.0,0.0,DRAW,DRAW,14.0
Serie B,Bragantino,0.0,2.0,Ponte Preta,3.0,5.0,,,,,18:20:00,2014-11-08,-2.0,2.0,LOST,WON,8.0
Serie B,Vasco Da Gama RJ,1.0,0.0,ABC,11.0,2.0,,,,,18:20:00,2014-11-08,1.0,-1.0,WON,LOST,13.0
Serie B,Ceara,0.0,0.0,Atletico Goianiense,8.0,0.0,,,,,23:00:00,2014-11-07,0.0,0.0,DRAW,DRAW,8.0
Serie B,America RN,1.0,3.0,Boa,13.0,5.0,,,,,21:30:00,2014-11-07,-2.0,2.0,LOST,WON,18.0
Serie B,Sampaio Correa,1.0,2.0,Joinville,2.0,1.0,,,,,23:45:00,2014-11-04,-1.0,1.0,LOST,WON,3.0
Serie B,Avai,0.0,0.0,Oeste,2.0,4.0,,,,,21:30:00,2014-11-04,0.0,0.0,DRAW,DRAW,6.0
Serie B,ABC,1.0,0.0,America MG,8.0,3.0,,,,,20:00:00,2014-11-01,1.0,-1.0,WON,LOST,11.0
Serie B,Boa,3.0,1.0,Ceara,5.0,5.0,,,,,20:00:00,2014-11-01,2.0,-2.0,WON,LOST,10.0
Serie B,Icasa,3.0,1.0,Nautico Capibaribe,5.0,4.0,,,,,20:00:00,2014-11-01,2.0,-2.0,WON,LOST,9.0
Serie B,Ponte Preta,1.0,0.0,Sampaio Correa,5.0,1.0,,,,,20:00:00,2014-11-01,1.0,-1.0,WON,LOST,6.0
Serie B,Santa Cruz FC,0.0,1.0,America RN,7.0,8.0,,,,,20:00:00,2014-11-01,-1.0,1.0,LOST,WON,15.0
Serie B,Parana,1.0,1.0,Vasco Da Gama RJ,5.0,6.0,,,,,23:45:00,2014-10-31,0.0,0.0,DRAW,DRAW,11.0
Serie B,Atletico Goianiense,3.0,1.0,Vila Nova,3.0,4.0,,,,,21:30:00,2014-10-31,2.0,-2.0,WON,LOST,7.0
Serie B,Joinville,1.0,0.0,Bragantino,8.0,2.0,,,,,23:45:00,2014-10-28,1.0,-1.0,WON,LOST,10.0
Serie B,Luverdense,3.0,1.0,Avai,9.0,6.0,,,,,23:45:00,2014-10-28,2.0,-2.0,WON,LOST,15.0
Serie B,Santa Cruz FC,5.0,1.0,Vila Nova,3.0,2.0,,,,,21:30:00,2014-10-28,4.0,-4.0,WON,LOST,5.0
Serie B,Oeste,3.0,0.0,Portuguesa Desportos,5.0,2.0,,,,,21:30:00,2014-10-28,3.0,-3.0,WON,LOST,7.0
Serie B,Luverdense,1.0,0.0,Oeste,10.0,0.0,,,,,00:00:00,2014-10-26,1.0,-1.0,WON,LOST,10.0
Serie B,Vila Nova,4.0,1.0,Sampaio Correa,4.0,5.0,,,,,00:00:00,2014-10-26,3.0,-3.0,WON,LOST,9.0
Serie B,Nautico Capibaribe,1.0,2.0,Atletico Goianiense,4.0,2.0,,,,,20:20:00,2014-10-25,-1.0,1.0,LOST,WON,6.0
Serie B,Bragantino,4.0,2.0,Boa,12.0,1.0,,,,,19:20:00,2014-10-25,2.0,-2.0,WON,LOST,13.0
Serie B,Vasco Da Gama RJ,1.0,1.0,Ponte Preta,5.0,5.0,,,,,19:20:00,2014-10-25,0.0,0.0,DRAW,DRAW,10.0
Serie B,ABC,2.0,1.0,Parana,6.0,3.0,,,,,00:50:00,2014-10-25,1.0,-1.0,WON,LOST,9.0
Serie B,Ceara,0.0,2.0,Santa Cruz FC,14.0,7.0,,,,,00:50:00,2014-10-25,-2.0,2.0,LOST,WON,21.0
Serie B,America MG,2.0,1.0,America RN,8.0,1.0,,,,,22:30:00,2014-10-24,1.0,-1.0,WON,LOST,9.0
Serie B,Avai,0.0,3.0,Joinville,7.0,2.0,,,,,22:30:00,2014-10-24,-3.0,3.0,LOST,WON,9.0
Serie B,Portuguesa Desportos,1.0,2.0,Icasa,6.0,7.0,,,,,22:30:00,2014-10-24,-1.0,1.0,LOST,WON,13.0
Serie B,Atletico Goianiense,3.0,0.0,Luverdense,5.0,6.0,,,,,00:50:00,2014-10-22,3.0,-3.0,WON,LOST,11.0
Serie B,Boa,1.0,0.0,Nautico Capibaribe,5.0,1.0,,,,,00:50:00,2014-10-22,1.0,-1.0,WON,LOST,6.0
Serie B,Joinville,3.0,0.0,ABC,6.0,3.0,,,,,00:50:00,2014-10-22,3.0,-3.0,WON,LOST,9.0
Serie B,America RN,2.0,0.0,Vasco Da Gama RJ,5.0,4.0,,,,,22:30:00,2014-10-21,2.0,-2.0,WON,LOST,9.0
Serie B,Icasa,2.0,1.0,Ceara,8.0,5.0,,,,,22:30:00,2014-10-21,1.0,-1.0,WON,LOST,13.0
Serie B,Oeste,1.0,3.0,America MG,5.0,6.0,,,,,22:30:00,2014-10-21,-2.0,2.0,LOST,WON,11.0
Serie B,Parana,1.0,0.0,Portuguesa Desportos,5.0,3.0,,,,,22:30:00,2014-10-21,1.0,-1.0,WON,LOST,8.0
Serie B,Ponte Preta,3.0,1.0,Avai,5.0,4.0,,,,,22:30:00,2014-10-21,2.0,-2.0,WON,LOST,9.0
Serie B,Sampaio Correa,3.0,0.0,Bragantino,6.0,4.0,,,,,22:30:00,2014-10-21,3.0,-3.0,WON,LOST,10.0
Serie B,ABC,0.0,1.0,Luverdense,7.0,1.0,,,,,01:00:00,2014-10-19,-1.0,1.0,LOST,WON,8.0
Serie B,Bragantino,2.0,1.0,America RN,7.0,5.0,,,,,20:10:00,2014-10-18,1.0,-1.0,WON,LOST,12.0
Serie B,Joinville,3.0,0.0,Ceara,8.0,3.0,,,,,13:10:00,2014-10-18,3.0,-3.0,WON,LOST,11.0
Serie B,Sampaio Correa,1.0,1.0,Nautico Capibaribe,6.0,3.0,,,,,13:10:00,2014-10-18,0.0,0.0,DRAW,DRAW,9.0
Serie B,Santa Cruz FC,1.0,0.0,Vasco Da Gama RJ,3.0,6.0,,,,,13:10:00,2014-10-18,1.0,-1.0,WON,LOST,9.0
Serie B,Parana,1.0,1.0,America MG,6.0,4.0,,,,,18:45:00,2014-10-17,0.0,0.0,DRAW,DRAW,10.0
Serie B,Icasa,0.0,0.0,Oeste,6.0,1.0,,,,,16:30:00,2014-10-17,0.0,0.0,DRAW,DRAW,7.0
Serie B,Portuguesa Desportos,0.0,3.0,Ponte Preta,4.0,3.0,,,,,16:30:00,2014-10-17,-3.0,3.0,LOST,WON,7.0
Serie B,Boa,3.0,0.0,Vila Nova,3.0,8.0,,,,,23:30:00,2014-10-14,3.0,-3.0,WON,LOST,11.0
Serie B,Santa Cruz FC,2.0,1.0,Bragantino,9.0,5.0,,,,,23:30:00,2014-10-14,1.0,-1.0,WON,LOST,14.0
Serie B,Atletico Goianiense,2.0,0.0,Avai,4.0,5.0,,,,,18:00:00,2014-10-14,2.0,-2.0,WON,LOST,9.0
Serie B,Avai,1.0,0.0,Icasa,3.0,8.0,,,,,01:00:00,2014-10-12,1.0,-1.0,WON,LOST,11.0
Serie B,Luverdense,0.0,2.0,Parana,5.0,3.0,,,,,01:00:00,2014-10-12,-2.0,2.0,LOST,WON,8.0
Serie B,America MG,3.0,1.0,Portuguesa Desportos,0.0,6.0,,,,,20:15:00,2014-10-11,2.0,-2.0,WON,LOST,6.0
Serie B,America RN,2.0,2.0,Sampaio Correa,7.0,6.0,,,,,20:15:00,2014-10-11,0.0,0.0,DRAW,DRAW,13.0
Serie B,Nautico Capibaribe,2.0,1.0,ABC,5.0,6.0,,,,,20:15:00,2014-10-11,1.0,-1.0,WON,LOST,11.0
Serie B,Ponte Preta,1.0,1.0,Santa Cruz FC,9.0,4.0,,,,,20:15:00,2014-10-11,0.0,0.0,DRAW,DRAW,13.0
Serie B,Ceara,1.0,0.0,Bragantino,7.0,5.0,,,,,23:30:00,2014-10-10,1.0,-1.0,WON,LOST,12.0
Serie B,Oeste,1.0,2.0,Atletico Goianiense,4.0,5.0,,,,,23:30:00,2014-10-10,-1.0,1.0,LOST,WON,9.0
Serie B,Vasco Da Gama RJ,2.0,0.0,Boa,11.0,3.0,,,,,23:30:00,2014-10-10,2.0,-2.0,WON,LOST,14.0
Serie B,Vila Nova,0.0,1.0,Joinville,4.0,9.0,,,,,23:30:00,2014-10-10,-1.0,1.0,LOST,WON,13.0
Serie B,ABC,2.0,1.0,Avai,5.0,9.0,,,,,01:45:00,2014-10-08,1.0,-1.0,WON,LOST,14.0
Serie B,Joinville,1.0,1.0,Santa Cruz FC,9.0,4.0,,,,,01:45:00,2014-10-08,0.0,0.0,DRAW,DRAW,13.0
Serie B,Luverdense,2.0,1.0,America RN,5.0,6.0,,,,,01:45:00,2014-10-08,1.0,-1.0,WON,LOST,11.0
Serie B,Portuguesa Desportos,0.0,1.0,Vasco Da Gama RJ,7.0,3.0,,,,,01:45:00,2014-10-08,-1.0,1.0,LOST,WON,10.0
Serie B,Atletico Goianiense,0.0,0.0,Icasa,10.0,5.0,,,,,23:30:00,2014-10-07,0.0,0.0,DRAW,DRAW,15.0
Serie B,Boa,0.0,1.0,Ponte Preta,8.0,5.0,,,,,23:30:00,2014-10-07,-1.0,1.0,LOST,WON,13.0
Serie B,Bragantino,1.0,2.0,Vila Nova,15.0,6.0,,,,,23:30:00,2014-10-07,-1.0,1.0,LOST,WON,21.0
Serie B,Ceara,1.0,1.0,Sampaio Correa,9.0,5.0,,,,,23:30:00,2014-10-07,0.0,0.0,DRAW,DRAW,14.0
Serie B,Nautico Capibaribe,1.0,4.0,America MG,8.0,4.0,,,,,23:30:00,2014-10-07,-3.0,3.0,LOST,WON,12.0
Serie B,Parana,0.0,0.0,Oeste,5.0,2.0,,,,,23:30:00,2014-10-07,0.0,0.0,DRAW,DRAW,7.0
Serie B,America RN,1.0,0.0,Joinville,4.0,5.0,,,,,01:00:00,2014-10-05,1.0,-1.0,WON,LOST,9.0
Serie B,Oeste,1.0,0.0,ABC,5.0,5.0,,,,,01:00:00,2014-10-05,1.0,-1.0,WON,LOST,10.0
Serie B,Avai,0.0,2.0,Nautico Capibaribe,7.0,2.0,,,,,20:10:00,2014-10-04,-2.0,2.0,LOST,WON,9.0
Serie B,Vasco Da Gama RJ,2.0,2.0,Bragantino,11.0,2.0,,,,,01:00:00,2014-10-04,0.0,0.0,DRAW,DRAW,13.0
Serie B,America MG,1.0,1.0,Atletico Goianiense,7.0,6.0,,,,,23:30:00,2014-10-03,0.0,0.0,DRAW,DRAW,13.0
Serie B,Santa Cruz FC,3.0,0.0,Boa,3.0,3.0,,,,,23:30:00,2014-10-03,3.0,-3.0,WON,LOST,6.0
Serie B,Ponte Preta,2.0,2.0,Parana,13.0,1.0,,,,,00:30:00,2014-10-01,0.0,0.0,DRAW,DRAW,14.0
Serie B,Vila Nova,1.0,5.0,Ceara,4.0,9.0,,,,,23:30:00,2014-09-30,-4.0,4.0,LOST,WON,13.0
Serie B,Icasa,1.0,0.0,Luverdense,4.0,4.0,,,,,23:30:00,2014-09-30,1.0,-1.0,WON,LOST,8.0
Serie B,Sampaio Correa,0.0,0.0,Portuguesa Desportos,6.0,5.0,,,,,23:30:00,2014-09-30,0.0,0.0,DRAW,DRAW,11.0
Serie B,Atletico Goianiense,2.0,1.0,Portuguesa Desportos,5.0,5.0,,,,,01:00:00,2014-09-28,1.0,-1.0,WON,LOST,10.0
Serie B,Icasa,1.0,0.0,ABC,4.0,4.0,,,,,01:00:00,2014-09-28,1.0,-1.0,WON,LOST,8.0
Serie B,Oeste,4.0,1.0,Bragantino,3.0,5.0,,,,,20:10:00,2014-09-27,3.0,-3.0,WON,LOST,8.0
Serie B,America MG,1.0,0.0,Santa Cruz FC,2.0,6.0,,,,,20:10:00,2014-09-27,1.0,-1.0,WON,LOST,8.0
Serie B,Avai,2.0,0.0,Boa,11.0,3.0,,,,,20:10:00,2014-09-27,2.0,-2.0,WON,LOST,14.0
Serie B,Vasco Da Gama RJ,2.0,0.0,Joinville,3.0,3.0,,,,,01:45:00,2014-09-27,2.0,-2.0,WON,LOST,6.0
Serie B,America RN,0.0,1.0,Vila Nova,9.0,3.0,,,,,23:30:00,2014-09-26,-1.0,1.0,LOST,WON,12.0
Serie B,Luverdense,0.0,1.0,Sampaio Correa,6.0,8.0,,,,,23:30:00,2014-09-26,-1.0,1.0,LOST,WON,14.0
Serie B,Nautico Capibaribe,3.0,1.0,Parana,2.0,9.0,,,,,23:30:00,2014-09-26,2.0,-2.0,WON,LOST,11.0
Serie B,Ponte Preta,3.0,1.0,Ceara,6.0,5.0,,,,,20:10:00,2014-09-26,2.0,-2.0,WON,LOST,11.0
Serie B,Joinville,1.0,1.0,America MG,8.0,0.0,,,,,20:10:00,2014-09-24,0.0,0.0,DRAW,DRAW,8.0
Serie B,Ceara,2.0,0.0,America RN,3.0,3.0,,,,,01:45:00,2014-09-24,2.0,-2.0,WON,LOST,6.0
Serie B,Portuguesa Desportos,0.0,0.0,Nautico Capibaribe,6.0,3.0,,,,,01:45:00,2014-09-24,0.0,0.0,DRAW,DRAW,9.0
Serie B,Sampaio Correa,2.0,2.0,Vasco Da Gama RJ,10.0,4.0,,,,,01:45:00,2014-09-24,0.0,0.0,DRAW,DRAW,14.0
Serie B,Santa Cruz FC,3.0,0.0,Oeste,10.0,2.0,,,,,01:45:00,2014-09-24,3.0,-3.0,WON,LOST,12.0
Serie B,ABC,2.0,0.0,Atletico Goianiense,5.0,6.0,,,,,23:30:00,2014-09-23,2.0,-2.0,WON,LOST,11.0
Serie B,Boa,2.0,1.0,Luverdense,8.0,5.0,,,,,23:30:00,2014-09-23,1.0,-1.0,WON,LOST,13.0
Serie B,Bragantino,2.0,1.0,Icasa,4.0,2.0,,,,,23:30:00,2014-09-23,1.0,-1.0,WON,LOST,6.0
Serie B,Parana,1.0,1.0,Avai,5.0,6.0,,,,,23:30:00,2014-09-23,0.0,0.0,DRAW,DRAW,11.0
Serie B,Vila Nova,0.0,3.0,Ponte Preta,4.0,5.0,,,,,23:30:00,2014-09-23,-3.0,3.0,LOST,WON,9.0
Serie B,Bragantino,2.0,0.0,Luverdense,7.0,3.0,,,,,00:59:00,2014-09-21,2.0,-2.0,WON,LOST,10.0
Serie B,Boa,1.0,0.0,Parana,7.0,8.0,,,,,00:59:00,2014-09-21,1.0,-1.0,WON,LOST,15.0
Serie B,Vasco Da Gama RJ,2.0,1.0,Nautico Capibaribe,6.0,3.0,,,,,20:10:00,2014-09-20,1.0,-1.0,WON,LOST,9.0
Serie B,Ponte Preta,5.0,1.0,Oeste,4.0,0.0,,,,,20:10:00,2014-09-20,4.0,-4.0,WON,LOST,4.0
Serie B,Sampaio Correa,2.0,1.0,ABC,1.0,5.0,,,,,20:08:00,2014-09-20,1.0,-1.0,WON,LOST,6.0
Serie B,Santa Cruz FC,1.0,1.0,Icasa,9.0,4.0,,,,,20:07:00,2014-09-20,0.0,0.0,DRAW,DRAW,13.0
Serie B,Ceara,2.0,2.0,Avai,9.0,2.0,,,,,01:48:00,2014-09-20,0.0,0.0,DRAW,DRAW,11.0
Serie B,America RN,1.0,1.0,Portuguesa Desportos,2.0,10.0,,,,,23:30:00,2014-09-19,0.0,0.0,DRAW,DRAW,12.0
Serie B,ABC,0.0,2.0,Ponte Preta,6.0,8.0,,,,,01:45:00,2014-09-17,-2.0,2.0,LOST,WON,14.0
Serie B,Icasa,0.0,1.0,Vila Nova,2.0,7.0,,,,,01:45:00,2014-09-17,-1.0,1.0,LOST,WON,9.0
Serie B,Luverdense,2.0,1.0,Santa Cruz FC,7.0,4.0,,,,,01:45:00,2014-09-17,1.0,-1.0,WON,LOST,11.0
Serie B,Oeste,1.0,1.0,Vasco Da Gama RJ,2.0,7.0,,,,,01:45:00,2014-09-17,0.0,0.0,DRAW,DRAW,9.0
Serie B,America MG,0.0,2.0,Bragantino,9.0,3.0,,,,,23:30:00,2014-09-16,-2.0,2.0,LOST,WON,12.0
Serie B,Atletico Goianiense,2.0,0.0,America RN,8.0,4.0,,,,,23:30:00,2014-09-16,2.0,-2.0,WON,LOST,12.0
Serie B,Avai,3.0,2.0,Sampaio Correa,8.0,5.0,,,,,23:30:00,2014-09-16,1.0,-1.0,WON,LOST,13.0
Serie B,Nautico Capibaribe,1.0,2.0,Joinville,2.0,1.0,,,,,23:30:00,2014-09-16,-1.0,1.0,LOST,WON,3.0
Serie B,Parana,0.0,0.0,Ceara,0.0,5.0,,,,,23:30:00,2014-09-16,0.0,0.0,DRAW,DRAW,5.0
Serie B,Portuguesa Desportos,1.0,1.0,Boa,6.0,4.0,,,,,23:30:00,2014-09-16,0.0,0.0,DRAW,DRAW,10.0
Serie B,Avai,2.0,1.0,Vila Nova,11.0,7.0,,,,,01:00:00,2014-09-14,1.0,-1.0,WON,LOST,18.0
Serie B,Portuguesa Desportos,1.0,3.0,Bragantino,8.0,3.0,,,,,01:00:00,2014-09-14,-2.0,2.0,LOST,WON,11.0
Serie B,ABC,0.0,0.0,America RN,9.0,2.0,,,,,20:10:00,2014-09-13,0.0,0.0,DRAW,DRAW,11.0
Serie B,America MG,0.0,2.0,Boa,5.0,2.0,,,,,20:10:00,2014-09-13,-2.0,2.0,LOST,WON,7.0
Serie B,Atletico Goianiense,1.0,1.0,Vasco Da Gama RJ,1.0,6.0,,,,,20:10:00,2014-09-13,0.0,0.0,DRAW,DRAW,7.0
Serie B,Parana,3.0,2.0,Santa Cruz FC,9.0,7.0,,,,,20:10:00,2014-09-13,1.0,-1.0,WON,LOST,16.0
Serie B,Luverdense,0.0,1.0,Ponte Preta,3.0,9.0,,,,,01:45:00,2014-09-13,-1.0,1.0,LOST,WON,12.0
Serie B,Icasa,1.0,1.0,Joinville,4.0,1.0,,,,,23:30:00,2014-09-12,0.0,0.0,DRAW,DRAW,5.0
Serie B,Nautico Capibaribe,2.0,1.0,Ceara,3.0,7.0,,,,,23:30:00,2014-09-12,1.0,-1.0,WON,LOST,10.0
Serie B,Oeste,0.0,0.0,Sampaio Correa,4.0,2.0,,,,,23:30:00,2014-09-12,0.0,0.0,DRAW,DRAW,6.0
Serie B,Boa,0.0,0.0,ABC,6.0,2.0,,,,,23:30:00,2014-09-09,0.0,0.0,DRAW,DRAW,8.0
Serie B,Bragantino,1.0,4.0,Avai,9.0,2.0,,,,,23:30:00,2014-09-09,-3.0,3.0,LOST,WON,11.0
Serie B,Sampaio Correa,3.0,2.0,Icasa,10.0,1.0,,,,,23:30:00,2014-09-09,1.0,-1.0,WON,LOST,11.0
Serie B,Santa Cruz FC,1.0,0.0,Portuguesa Desportos,5.0,8.0,,,,,23:30:00,2014-09-09,1.0,-1.0,WON,LOST,13.0
Serie B,Vasco Da Gama RJ,2.0,0.0,Luverdense,8.0,2.0,,,,,23:30:00,2014-09-09,2.0,-2.0,WON,LOST,10.0
Serie B,Vila Nova,0.0,1.0,Nautico Capibaribe,7.0,6.0,,,,,23:30:00,2014-09-09,-1.0,1.0,LOST,WON,13.0
Serie B,America RN,0.0,1.0,Oeste,11.0,5.0,,,,,23:30:00,2014-09-09,-1.0,1.0,LOST,WON,16.0
